127.0.0.1 - - [23/Apr/2021:09:15:52 +0900] "GET / HTTP/1.1" 200 918
127.0.0.1 - - [23/Apr/2021:09:15:56 +0900] "GET /wms/inventory/IP11.page?menuId=IP11 HTTP/1.1" 200 468
127.0.0.1 - - [23/Apr/2021:09:15:56 +0900] "GET /index.jsp HTTP/1.1" 200 918
127.0.0.1 - - [23/Apr/2021:09:15:56 +0900] "GET /wms/index.page HTTP/1.1" 200 8934
127.0.0.1 - - [23/Apr/2021:09:15:57 +0900] "GET /common/js/grid.js HTTP/1.1" 304 -
127.0.0.1 - - [23/Apr/2021:09:15:58 +0900] "POST /common/SajoCommon/list/json/LOGIN_OWNRKY_COMCOMBO.data HTTP/1.1" 200 199
127.0.0.1 - - [23/Apr/2021:09:15:58 +0900] "POST /common/SajoCommon/list/json/LOGIN_WAREKY_COMCOMBO.data HTTP/1.1" 200 556
127.0.0.1 - - [23/Apr/2021:09:15:59 +0900] "POST /common/json/login.data HTTP/1.1" 200 22
127.0.0.1 - - [23/Apr/2021:09:15:59 +0900] "GET /wms/main.page HTTP/1.1" 200 10803
127.0.0.1 - - [23/Apr/2021:09:15:59 +0900] "GET /common/lang/label-KO.js HTTP/1.1" 200 2042649
127.0.0.1 - - [23/Apr/2021:09:15:59 +0900] "GET /common/lang/message-KO.js HTTP/1.1" 200 163911
127.0.0.1 - - [23/Apr/2021:09:16:00 +0900] "GET /wms/top.data HTTP/1.1" 200 3566
127.0.0.1 - - [23/Apr/2021:09:16:00 +0900] "GET /wms/left.data HTTP/1.1" 200 7136
127.0.0.1 - - [23/Apr/2021:09:16:00 +0900] "GET /webdek/wintab.page HTTP/1.1" 200 8337
127.0.0.1 - - [23/Apr/2021:09:16:00 +0900] "GET /wms/info.page HTTP/1.1" 200 264
127.0.0.1 - - [23/Apr/2021:09:16:00 +0900] "GET /common/lang/message-KO.js HTTP/1.1" 304 -
127.0.0.1 - - [23/Apr/2021:09:16:00 +0900] "GET /common/lang/label-KO.js HTTP/1.1" 304 -
127.0.0.1 - - [23/Apr/2021:09:16:00 +0900] "GET /common/lang/message-KO.js?v=1619136960317 HTTP/1.1" 200 163911
127.0.0.1 - - [23/Apr/2021:09:16:00 +0900] "GET /common/lang/label-KO.js?v=1619136960317 HTTP/1.1" 200 2042649
127.0.0.1 - - [23/Apr/2021:09:16:01 +0900] "POST /common/Common/list/json/MENU_TREE.data HTTP/1.1" 200 118131
127.0.0.1 - - [23/Apr/2021:09:16:01 +0900] "POST /common/Common/list/json/MENU_TREE.data HTTP/1.1" 200 118131
127.0.0.1 - - [23/Apr/2021:09:16:01 +0900] "GET /common/theme/webdek/images/icon_folder_close_03.png HTTP/1.1" 200 1838
127.0.0.1 - - [23/Apr/2021:09:16:01 +0900] "GET /common/theme/webdek/images/icon_folder_list_on2.png HTTP/1.1" 200 2380
127.0.0.1 - - [23/Apr/2021:09:16:04 +0900] "GET /wms/inventory/IP11.page?menuId=IP11 HTTP/1.1" 200 73891
127.0.0.1 - - [23/Apr/2021:09:16:04 +0900] "GET /common/lang/message-KO.js?v=1619136964155 HTTP/1.1" 200 163911
127.0.0.1 - - [23/Apr/2021:09:16:04 +0900] "GET /common/js/sajoUtil.js?v=1619136964155 HTTP/1.1" 200 8725
127.0.0.1 - - [23/Apr/2021:09:16:04 +0900] "GET /common/lang/label-KO.js?v=1619136964155 HTTP/1.1" 200 2042649
127.0.0.1 - - [23/Apr/2021:09:16:04 +0900] "GET /common/js/grid.js?v=1.1 HTTP/1.1" 304 -
127.0.0.1 - - [23/Apr/2021:09:16:04 +0900] "POST /common/Common/list/json/COMCOMBO.data HTTP/1.1" 200 185
127.0.0.1 - - [23/Apr/2021:09:16:04 +0900] "POST /common/SajoCommon/list/json/OWNRKY_COMCOMBO.data HTTP/1.1" 200 227
127.0.0.1 - - [23/Apr/2021:09:16:04 +0900] "POST /common/SajoCommon/list/json/DOCUTY_COMCOMBO.data HTTP/1.1" 200 67
127.0.0.1 - - [23/Apr/2021:09:16:04 +0900] "POST /common/SajoCommon/list/json/RSNCOD_COMCOMBO.data HTTP/1.1" 200 127
127.0.0.1 - - [23/Apr/2021:09:16:04 +0900] "POST /common/SajoCommon/list/json/RSNCOD_COMCOMBO.data HTTP/1.1" 200 127
127.0.0.1 - - [23/Apr/2021:09:16:05 +0900] "POST /common/Common/list/json/USRLO.data HTTP/1.1" 200 21
127.0.0.1 - - [23/Apr/2021:09:16:05 +0900] "POST /common/SajoCommon/list/json/WAREKY_COMCOMBO.data HTTP/1.1" 200 556
